qiskit,shp_reduced,gleinig,greedy_linear
26,197,130,200
26,167,108,239
26,199,113,205
26,220,98,177
26,172,117,180
26,214,109,176
26,214,95,171
26,194,92,147
26,186,90,250
26,208,110,215
26,204,93,214
26,218,90,183
26,229,106,206
26,221,123,205
26,176,126,238
26,152,110,225
26,198,111,178
26,172,93,203
26,218,93,202
26,173,110,193
26,168,110,247
26,206,93,184
26,233,109,212
26,213,128,254
26,197,109,214
26,207,96,256
26,282,112,208
26,170,108,204
26,241,128,216
26,237,111,207
26,195,110,218
26,279,112,215
26,239,109,226
26,200,92,219
26,176,109,217
26,212,93,237
26,237,94,208
26,224,94,246
26,199,112,155
26,192,111,192
26,274,112,195
26,297,111,202
26,179,130,207
26,226,113,224
26,213,116,205
26,169,110,214
26,254,90,214
26,257,94,178
26,239,111,168
26,238,108,183
26,168,92,192
26,181,107,164
26,195,111,246
26,199,112,193
26,216,111,231
26,226,93,199
26,171,92,156
26,211,110,189
26,240,112,217
26,223,107,184
26,161,129,210
26,224,107,223
26,263,109,173
26,235,107,202
26,202,111,228
26,213,110,169
26,228,110,209
26,207,108,160
26,160,112,215
26,214,127,177
26,171,111,214
26,197,106,252
26,172,108,218
26,196,109,194
26,161,106,194
26,157,111,187
26,271,110,158
26,181,112,233
26,190,111,233
26,193,96,169
26,179,108,207
26,205,125,197
26,208,113,207
26,150,91,171
26,168,105,215
26,218,107,239
26,202,127,247
26,223,110,162
26,246,112,186
26,211,91,245
26,168,109,233
26,262,92,208
26,209,109,188
26,180,108,179
26,263,122,209
26,181,93,219
26,169,90,141
26,209,111,194
26,223,111,208
26,216,123,160
26,194,110,230
26,216,111,231
26,151,109,217
26,194,113,217
26,208,114,184
26,178,108,191
26,209,93,209
26,192,111,191
26,217,113,195
26,183,108,199
26,192,93,183
26,206,112,226
26,189,131,182
26,179,113,215
26,207,107,233
26,196,107,170
26,240,109,187
26,192,111,249
26,274,112,214
26,258,111,226
26,282,110,257
26,217,146,183
26,209,123,260
26,151,113,225
26,205,96,220
26,202,109,212
26,236,127,206
26,227,126,177
26,169,89,226
26,253,124,189
26,228,109,196
26,197,126,182
26,209,91,242
26,170,109,173
26,166,111,188
26,228,95,126
26,231,112,202
26,184,89,228
26,262,92,222
26,220,108,192
26,202,94,218
26,217,109,175
26,193,89,210
26,223,110,209
26,153,109,231
26,205,142,174
26,215,94,237
26,213,95,163
26,248,111,172
26,245,112,231
26,228,94,257
26,186,114,174
26,226,127,261
26,216,89,170
26,198,110,204
26,198,109,219
26,171,124,202
26,171,107,221
26,223,95,232
26,229,92,240
26,193,108,171
26,224,93,148
26,268,115,223
26,217,94,198
26,257,110,186
26,172,109,181
26,179,130,227
26,146,111,183
26,227,92,220
26,175,114,166
26,214,96,249
26,228,107,204
26,180,112,207
26,183,110,176
26,229,106,242
26,237,128,201
26,232,94,189
26,194,104,175
26,202,108,156
26,224,96,149
26,240,127,224
26,206,110,205
26,206,109,176
26,204,110,239
26,203,123,214
26,173,93,231
26,264,105,138
26,172,107,204
26,149,109,172
26,173,113,155
26,230,110,173
26,215,106,185
26,159,94,197
26,225,127,280
26,252,89,213
26,253,110,211
26,234,124,178
26,143,88,247
26,219,111,170
26,191,131,224
26,194,130,235
26,220,95,186
26,201,127,194
26,202,113,193
26,167,109,150
26,182,110,227
26,205,92,178
26,184,108,191
26,259,95,186
26,201,108,179
26,181,107,195
26,201,112,199
26,207,111,208
26,205,107,183
26,217,95,216
26,212,107,151
26,204,130,208
26,198,124,210
26,192,93,268
26,233,127,237
26,215,92,172
26,205,95,210
26,202,110,192
26,195,91,234
26,227,112,207
26,250,110,222
26,209,92,153
26,216,95,192
26,208,107,195
26,187,95,214
26,230,109,205
26,249,95,164
26,198,109,215
26,262,92,202
26,189,107,205
26,159,110,252
26,174,109,196
26,192,109,237
26,171,91,146
26,215,88,189
26,213,111,195
26,181,128,231
26,204,88,213
26,229,94,133
26,192,97,221
26,184,126,185
26,192,108,176
26,254,93,188
26,238,128,218
26,229,116,213
26,228,114,220
26,180,106,239
26,146,111,222
26,199,114,183
26,175,110,171
26,241,94,188
26,194,123,215
26,218,113,181
26,147,92,218
26,262,126,167
26,215,92,216
26,186,110,201
26,153,114,216
26,238,112,213
26,228,110,228
26,206,111,185
26,215,110,236
26,175,109,213
26,195,110,210
26,231,110,173
26,227,93,233
26,220,95,220
26,231,111,197
26,187,92,193
26,213,90,164
26,224,93,188
26,191,93,170
26,171,110,205
26,279,94,198
26,188,92,186
26,192,111,222
26,224,109,211
26,234,109,198
26,201,106,161
26,215,95,213
26,208,113,224
26,220,94,231
26,244,94,177
26,194,94,151
26,276,108,211
26,244,91,249
26,174,93,249
26,222,110,200
26,251,94,219
26,205,110,187
26,206,111,221
26,256,112,187
26,194,109,215
26,181,109,197
26,199,93,211
26,202,111,194
26,220,113,247
26,231,113,182
26,214,96,152
26,232,93,210
26,216,110,240
26,161,92,152
26,220,108,206
26,214,107,209
26,214,107,194
26,175,115,191
26,213,89,154
26,233,93,133
26,231,107,175
26,244,129,156
26,227,113,173
26,209,127,157
26,253,91,205
26,246,110,203
26,204,106,196
26,235,108,170
26,217,110,168
26,175,108,186
26,216,109,198
26,186,90,252
26,246,110,194
26,156,107,187
26,255,109,198
26,194,93,180
26,219,108,158
26,163,108,198
26,258,105,207
26,221,111,238
26,146,123,220
26,242,92,149
26,239,107,173
26,183,112,191
26,195,111,168
26,168,109,172
26,225,107,178
26,148,113,225
26,205,126,183
26,234,92,207
26,189,90,218
26,251,93,211
26,204,107,214
26,192,114,214
26,218,94,151
26,218,110,165
26,249,111,194
26,204,114,201
26,265,109,189
26,219,113,258
26,227,129,263
26,215,113,214
26,180,91,194
26,199,133,182
26,195,127,195
26,146,110,210
26,242,112,187
26,242,113,178
26,198,115,209
26,203,108,196
26,219,111,229
26,194,109,175
26,199,110,186
26,186,94,178
26,262,97,211
26,169,113,195
26,185,93,198
26,250,126,227
26,206,110,203
26,235,114,203
26,294,108,195
26,227,93,188
26,182,113,191
26,228,91,178
26,239,112,243
26,175,93,240
26,223,111,225
26,194,109,201
26,176,109,217
26,220,108,243
26,256,111,150
26,149,93,214
26,235,110,163
26,228,110,220
26,215,108,231
26,256,107,200
26,229,94,213
26,147,109,211
26,171,108,229
26,188,94,217
26,237,96,202
26,211,116,226
26,219,97,162
26,206,112,186
26,223,108,232
26,218,124,207
26,173,110,212
26,178,108,193
26,212,110,151
26,235,92,221
26,212,93,173
26,232,109,201
26,178,112,175
26,218,113,173
26,196,115,244
26,218,109,183
26,238,109,178
26,221,107,183
26,198,96,174
26,212,108,203
26,228,94,217
26,197,90,238
26,173,108,185
26,247,116,204
26,187,112,225
26,215,95,157
26,211,114,195
26,201,93,192
26,204,111,285
26,192,110,250
26,262,112,181
26,279,112,215
26,195,109,207
26,239,93,206
26,204,109,235
26,205,109,183
26,237,93,209
26,190,110,219
26,262,91,178
26,259,110,152
26,229,92,207
26,224,123,187
26,193,112,201
26,239,130,169
26,230,95,195
26,234,110,173
26,206,90,149
26,291,129,237
26,195,91,234
26,219,110,163
26,205,112,235
26,174,93,154
26,242,112,241
26,205,96,209
26,189,127,212
26,224,126,218
26,180,125,232
26,226,112,240
26,234,97,210
26,216,110,179
26,198,111,228
26,189,92,208
26,223,107,220
26,228,91,226
26,162,111,226
26,184,108,226
26,226,91,216
26,199,113,230
26,213,128,238
26,230,112,203
26,181,108,190
26,244,110,214
26,169,91,157
26,222,93,225
26,175,108,195
26,193,97,208
26,161,109,154
26,171,125,199
26,232,107,206
26,169,107,148
26,183,92,235
26,278,94,182
26,276,111,179
26,192,92,211
26,237,111,176
26,264,111,206
26,205,117,176
26,232,91,147
26,192,93,180
26,197,109,198
26,171,109,186
26,203,110,236
26,193,98,187
26,199,109,183
26,243,96,153
26,244,112,199
26,225,98,207
26,295,91,215
26,170,90,233
26,236,107,161
26,205,127,234
26,244,110,181
26,168,111,218
26,228,106,196
26,262,131,218
26,196,126,217
26,228,110,238
26,196,109,217
26,179,112,195
26,206,115,180
26,196,110,201
26,193,109,138
26,214,112,211
26,240,93,207
26,173,112,153
26,196,90,192
26,191,129,182
26,232,106,170
26,192,110,164
26,224,90,146
26,211,89,210
26,172,110,232
26,186,113,195
26,263,113,189
26,202,113,199
26,176,112,204
26,221,130,210
26,200,108,199
26,236,96,210
26,170,108,210
26,151,108,178
26,159,109,190
26,171,112,200
26,214,94,232
26,207,114,207
26,127,92,195
26,221,113,172
26,230,94,162
26,240,93,239
26,185,108,221
26,215,107,168
26,194,129,213
26,225,95,173
26,148,90,212
26,217,109,196
26,215,93,172
26,191,126,184
26,218,93,150
26,224,96,168
26,224,94,209
26,237,111,205
26,207,114,202
26,194,112,229
26,184,91,203
26,230,111,211
26,218,105,165
26,189,105,169
26,146,111,186
26,216,106,201
26,178,108,207
26,171,109,181
26,198,112,204
26,247,89,172
26,194,94,235
26,221,112,175
26,166,131,199
26,192,109,221
26,178,109,222
26,196,128,158
26,237,96,174
26,194,109,156
26,242,95,171
26,197,113,200
26,252,111,200
26,201,109,201
26,198,90,234
26,205,110,228
26,209,94,199
26,172,113,191
26,171,108,207
26,149,113,199
26,216,112,157
26,202,112,235
26,238,107,202
26,238,92,178
26,266,125,174
26,185,118,187
26,198,106,194
26,195,97,234
26,186,91,202
26,196,128,207
26,227,91,205
26,158,91,216
26,276,108,197
26,265,108,137
26,177,111,183
26,226,92,208
26,226,91,241
26,243,109,242
26,223,97,210
26,241,124,216
26,194,90,202
26,174,106,198
26,191,131,186
26,242,95,175
26,151,128,207
26,169,116,198
26,195,93,172
26,227,93,166
26,178,95,197
26,222,116,224
26,215,96,253
26,245,89,230
26,238,93,209
26,238,111,172
26,182,109,174
26,214,111,185
26,214,95,193
26,271,90,153
26,195,112,205
26,209,91,210
26,193,108,202
26,219,92,208
26,205,108,206
26,215,94,247
26,165,115,234
26,238,94,183
26,220,95,208
26,258,109,223
26,206,115,201
26,162,127,183
26,183,109,272
26,215,94,212
26,232,113,175
26,239,106,208
26,227,91,211
26,204,95,254
26,186,122,192
26,243,112,191
26,287,109,161
26,224,114,206
26,265,113,167
26,202,91,225
26,186,93,228
26,196,91,219
26,234,107,229
26,179,91,179
26,230,93,154
26,250,92,202
26,223,111,235
26,204,126,183
26,268,91,239
26,250,111,203
26,205,109,198
26,236,139,198
26,212,90,214
26,230,93,200
26,218,108,217
26,249,126,207
26,190,107,236
26,197,111,219
26,189,113,187
26,175,107,232
26,229,127,179
26,182,106,192
26,205,92,139
26,164,108,203
26,186,109,205
26,230,92,205
26,216,112,194
26,230,123,188
26,179,113,164
26,147,112,206
26,193,92,153
26,214,128,184
26,205,91,204
26,202,109,164
26,213,108,189
26,231,112,218
26,236,110,148
26,192,129,210
26,159,93,179
26,263,90,214
26,201,93,165
26,193,126,213
26,146,105,232
26,180,109,200
26,238,91,234
26,222,111,201
26,202,109,209
26,210,93,222
26,263,91,136
26,168,105,187
26,143,120,234
26,199,113,198
26,203,124,230
26,232,94,168
26,194,95,184
26,217,111,195
26,187,99,176
26,251,125,175
26,274,92,162
26,240,109,202
26,202,109,162
26,220,111,210
26,184,108,200
26,278,96,187
26,239,108,177
26,246,92,192
26,251,110,209
26,219,124,187
26,210,111,187
26,200,114,203
26,193,109,214
26,171,95,223
26,165,110,199
26,168,104,219
26,191,115,189
26,222,93,182
26,246,94,215
26,270,109,216
26,223,110,156
26,196,109,183
26,208,129,205
26,202,126,237
26,250,93,171
26,209,93,248
26,179,108,169
26,268,111,210
26,290,92,225
26,276,111,167
26,163,111,200
26,253,95,233
26,205,126,219
26,225,109,201
26,239,113,181
26,280,110,219
26,227,112,156
26,173,91,214
26,171,88,210
26,187,105,200
26,227,89,257
26,177,106,196
26,224,113,191
26,251,96,199
26,202,107,188
26,226,91,170
26,192,109,188
26,214,109,205
26,154,94,173
26,256,111,206
26,165,109,186
26,219,97,204
26,228,106,209
26,182,91,208
26,226,109,146
26,156,122,168
26,267,107,235
26,241,93,200
26,119,89,152
26,256,110,238
26,171,93,221
26,224,108,268
26,250,98,201
26,176,90,197
26,245,106,160
26,180,107,240
26,177,93,187
26,235,127,232
26,177,110,158
26,201,95,193
26,217,91,226
26,198,127,152
26,221,114,197
26,236,110,160
26,246,92,171
26,160,95,204
26,225,108,200
26,209,112,176
26,190,110,181
26,257,109,152
26,218,108,200
26,264,94,226
26,203,127,235
26,194,127,181
26,186,94,184
26,196,112,156
26,176,95,185
26,198,109,148
26,243,112,224
26,178,109,241
26,173,110,155
26,174,91,191
26,198,111,198
26,215,92,235
26,197,112,193
26,228,90,224
26,205,107,164
26,257,109,199
26,215,111,211
26,221,94,158
26,197,95,204
26,195,94,215
26,235,92,192
26,216,130,159
26,228,112,193
26,180,114,210
26,149,109,164
26,201,93,182
26,191,110,173
26,196,110,179
26,186,92,204
26,207,91,145
26,272,91,209
26,172,110,175
26,230,95,191
26,217,92,186
26,202,130,204
26,170,113,186
26,212,109,198
26,185,93,225
26,169,111,199
26,260,112,243
26,253,112,176
26,210,110,238
26,228,109,212
26,167,129,191
26,229,127,231
26,227,109,230
26,237,113,200
26,213,91,182
26,221,112,227
26,181,95,232
26,151,92,194
26,129,90,198
26,249,92,156
26,193,111,185
26,177,113,206
26,210,126,212
26,196,93,208
26,234,110,171
26,248,110,156
26,195,113,210
