qiskit,shp_reduced,gleinig
11,46,37
11,44,30
11,37,28
11,32,27
11,56,28
11,36,29
11,32,28
11,44,26
11,48,28
11,56,35
11,51,28
11,34,31
11,48,29
11,54,27
11,34,30
11,59,27
11,45,27
11,57,29
11,36,26
11,44,25
11,51,26
11,66,26
11,47,28
11,40,28
11,34,27
11,35,26
11,40,28
11,69,27
11,38,27
11,57,29
11,77,35
11,33,27
11,42,29
11,44,27
11,37,27
11,32,29
11,80,26
11,48,28
11,32,25
11,44,28
11,43,31
11,59,29
11,49,27
11,38,25
11,60,25
11,57,29
11,35,31
11,61,28
11,37,32
11,43,26
11,37,28
11,44,36
11,35,30
11,33,27
11,34,27
11,47,27
11,46,30
11,92,29
11,47,39
11,77,34
11,57,30
11,32,26
11,47,30
11,46,28
11,36,30
11,39,29
11,38,29
11,48,27
11,44,28
11,36,30
11,37,28
11,34,27
11,79,27
11,34,28
11,56,30
11,33,28
11,48,28
11,45,28
11,37,27
11,42,29
11,36,30
11,43,28
11,42,29
11,33,25
11,51,27
11,34,28
11,36,30
11,49,28
11,47,28
11,34,37
11,40,28
11,35,27
11,35,29
11,38,28
11,47,28
11,34,29
11,44,30
11,49,24
11,36,25
11,36,27
11,71,30
11,67,28
11,39,27
11,33,27
11,71,24
11,47,30
11,49,26
11,45,28
11,70,31
11,59,29
11,37,30
11,35,27
11,48,28
11,36,26
11,40,28
11,67,28
11,48,27
11,43,27
11,47,30
11,46,24
11,46,28
11,36,26
11,59,28
11,42,32
11,58,30
11,36,25
11,39,29
11,32,25
11,57,29
11,34,28
11,34,28
11,35,28
11,45,29
11,57,27
11,51,30
11,47,26
11,51,30
11,40,26
11,51,27
11,39,26
11,47,37
11,44,30
11,59,31
11,38,27
11,43,27
11,51,27
11,44,27
11,43,29
11,36,39
11,50,27
11,34,27
11,68,26
11,30,25
11,56,28
11,35,28
11,42,30
11,36,29
11,32,29
11,47,29
11,36,26
11,39,28
11,36,30
11,50,31
11,81,32
11,48,28
11,50,29
11,51,27
11,36,30
11,36,39
11,36,29
11,56,37
11,57,31
11,62,30
11,55,33
11,45,28
11,55,29
11,41,29
11,32,24
11,32,28
11,36,32
11,49,31
9,58,33
11,51,28
11,46,28
11,50,27
11,34,27
11,42,34
11,48,29
11,37,30
11,47,29
11,55,28
11,35,28
11,56,29
11,34,28
11,71,26
11,48,31
11,38,28
11,32,29
11,45,27
11,52,28
11,60,30
11,40,28
11,38,29
11,46,27
11,49,27
11,48,31
11,35,26
11,32,31
11,43,29
11,36,28
11,40,28
11,37,25
11,43,30
11,37,28
11,57,32
11,45,30
11,48,26
11,67,28
11,32,29
11,64,30
11,47,28
11,30,26
11,52,35
11,34,36
11,48,28
11,45,32
11,56,29
11,37,29
11,51,28
11,58,28
11,69,30
11,30,27
11,44,27
11,57,30
11,40,26
11,82,28
11,34,31
11,57,27
11,37,28
11,50,29
11,37,29
11,44,30
11,46,30
11,56,25
11,63,27
11,46,28
11,56,28
11,47,27
11,44,28
11,80,28
11,40,26
11,42,29
11,34,28
11,35,29
11,56,26
11,36,28
11,37,26
11,45,29
11,44,28
11,46,28
11,35,29
11,51,25
11,40,27
11,69,31
11,35,27
11,35,26
11,41,29
11,34,34
11,34,29
11,34,25
11,41,34
11,43,28
11,57,29
11,34,29
11,37,33
11,36,31
11,46,29
11,53,30
11,52,27
11,50,29
11,35,28
11,36,26
11,45,29
11,37,29
11,43,29
11,46,27
11,47,28
11,35,27
11,69,29
11,50,31
11,58,26
11,30,25
11,44,27
11,73,29
11,55,29
11,46,26
11,50,31
11,56,32
11,45,34
11,34,28
11,36,29
11,59,26
11,45,26
11,73,27
11,52,30
11,47,25
11,50,27
11,34,34
11,32,27
11,47,28
11,56,26
11,45,29
11,35,27
11,33,25
11,77,27
11,46,29
11,36,27
11,34,24
11,46,26
11,52,29
11,33,28
11,47,29
11,33,29
11,33,25
11,62,29
11,36,30
11,102,35
11,32,29
11,50,30
11,57,29
11,47,28
11,37,29
11,36,31
11,55,30
11,42,30
11,48,31
11,68,27
11,38,28
11,43,30
11,80,28
11,37,31
11,35,28
11,47,35
11,53,29
11,34,29
11,52,30
11,48,27
11,32,27
11,34,25
11,45,29
11,49,29
11,44,25
11,47,29
11,46,26
11,46,30
11,57,29
11,42,29
11,35,27
11,44,27
11,40,28
11,44,25
11,46,28
11,56,32
11,36,31
11,41,29
11,34,27
11,55,28
11,39,29
11,45,27
11,56,28
11,35,29
11,34,27
11,48,28
11,35,29
11,45,27
11,42,26
11,49,30
11,37,26
11,38,28
11,42,36
11,46,29
11,47,29
11,36,28
11,49,27
11,34,27
11,82,29
11,54,27
11,46,25
11,35,28
11,48,29
11,44,28
11,35,26
11,34,27
11,37,28
11,57,38
11,32,29
11,40,28
11,50,35
11,39,30
11,32,28
11,45,28
11,40,29
11,50,29
11,46,29
11,46,30
11,34,29
11,38,27
11,47,26
11,37,27
11,36,25
11,52,29
11,62,30
11,50,27
11,57,29
11,46,28
11,35,29
11,38,28
11,57,28
11,46,30
11,60,30
11,46,34
11,56,27
11,55,27
11,37,27
11,35,28
11,51,28
11,43,28
11,56,27
11,60,28
11,39,29
11,30,26
11,43,31
11,33,26
11,50,27
11,48,27
11,47,28
11,39,29
11,73,26
11,39,28
11,38,29
11,57,29
11,61,28
11,36,24
11,59,25
11,44,30
11,61,28
11,37,29
11,44,35
11,46,28
11,51,27
11,32,32
11,46,28
11,41,29
11,46,27
11,47,28
11,45,28
11,45,27
11,63,27
11,37,30
11,47,30
11,36,28
6,55,32
11,84,28
11,45,28
11,50,29
11,32,28
11,45,28
11,46,27
9,50,28
11,54,28
11,47,30
11,36,30
11,40,29
11,52,31
11,32,26
11,45,28
11,35,31
11,34,29
11,47,30
11,57,28
11,35,26
11,43,35
11,36,29
11,48,28
11,58,29
11,32,29
11,42,27
11,34,29
11,51,31
11,38,27
11,36,25
11,47,26
11,36,28
11,38,29
11,45,31
11,51,27
11,44,29
11,34,38
11,36,29
11,34,26
11,54,28
11,46,29
11,38,28
11,57,29
11,49,29
11,49,31
11,58,30
11,42,30
11,36,32
11,49,30
11,37,27
11,52,27
11,32,26
11,50,28
11,47,27
11,46,26
11,47,29
11,37,30
11,58,30
11,57,28
11,44,26
11,38,28
11,48,31
11,44,29
11,47,29
11,36,30
11,57,29
11,38,28
11,31,26
11,71,28
11,64,34
11,40,29
11,58,29
11,43,25
11,32,25
11,33,27
11,50,25
11,40,28
11,48,28
11,59,29
11,39,29
11,36,30
11,46,26
11,34,28
11,55,29
11,37,26
11,56,26
11,63,36
11,44,26
11,34,31
11,59,27
11,38,30
11,48,25
11,44,36
11,42,28
11,34,26
11,48,29
11,47,27
11,36,26
11,35,27
11,44,28
11,36,27
11,54,26
11,32,25
11,47,26
11,47,27
11,43,28
11,48,27
11,47,37
11,48,26
9,63,26
11,68,36
11,43,25
11,37,30
11,38,31
11,48,25
11,41,28
11,35,28
11,47,29
11,35,29
11,44,28
11,53,29
11,63,27
11,54,35
11,82,30
11,37,29
11,40,26
11,42,27
11,61,30
11,71,26
11,42,27
11,36,28
11,44,29
11,56,30
